model,prompt_id,category,tps,ttft,latency,peak_vram_mb,error,temp_0.0_success,temp_0.0_error,temp_0.1_success,temp_0.1_error,temp_0.2_success,temp_0.2_error,temp_0.3_success,temp_0.3_error,temp_0.4_success,temp_0.4_error,temp_0.5_success,temp_0.5_error,temp_0.6_success,temp_0.6_error,temp_0.7_success,temp_0.7_error
qwen2.5-coder:1.5b-instruct,11,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,12,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,13,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,14,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,15,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,16,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,17,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,18,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,19,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,20,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,21,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,22,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,23,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,24,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,25,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,26,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,27,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,28,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,29,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,30,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,31,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
qwen2.5-coder:1.5b-instruct,32,Coding Generation,0.0,0.0,0.0,2529.50390625,model 'qwen2.5-coder:1.5b-instruct' not found (status code: 404),False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)",False,"model ""qwen2.5-coder:1.5b-instruct"" not found, try pulling it first (status code: 404)"
