model,prompt_id,category,tps,ttft,latency,peak_vram_mb,error,temp_0.0_success,temp_0.0_error,temp_0.1_success,temp_0.1_error,temp_0.2_success,temp_0.2_error,temp_0.3_success,temp_0.3_error,temp_0.4_success,temp_0.4_error,temp_0.5_success,temp_0.5_error,temp_0.6_success,temp_0.6_error,temp_0.7_success,temp_0.7_error
llama3.2:1b,14,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,15,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,16,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,17,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,18,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,19,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,20,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,21,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,22,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,23,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,24,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,25,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,26,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,27,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,28,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,29,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,30,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,31,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,32,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,33,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,34,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,35,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,36,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,37,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,38,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,39,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,40,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,41,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
llama3.2:1b,42,Coding Generation,0.0,0.0,0.0,131.0,model 'llama3.2:1b' not found (status code: 404),False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)",False,"model ""llama3.2:1b"" not found, try pulling it first (status code: 404)"
