model,prompt_id,category,tps,ttft,latency,peak_vram_mb,error,temp_0.0_success,temp_0.0_error,temp_0.1_success,temp_0.1_error,temp_0.2_success,temp_0.2_error,temp_0.3_success,temp_0.3_error,temp_0.4_success,temp_0.4_error,temp_0.5_success,temp_0.5_error,temp_0.6_success,temp_0.6_error,temp_0.7_success,temp_0.7_error
phi4-mini-reasoning,61,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,62,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,63,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,64,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,65,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,66,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,67,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,68,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,69,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,70,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,71,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,72,Medium Reasoning,0.0,0.0,0.0,1827.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,73,Medium Reasoning,0.0,0.0,0.0,2493.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,74,Medium Reasoning,0.0,0.0,0.0,2503.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,75,Medium Reasoning,0.0,0.0,0.0,2503.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,76,Medium Reasoning,0.0,0.0,0.0,2515.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,77,Medium Reasoning,0.0,0.0,0.0,2515.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,78,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,79,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,80,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,81,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,82,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,83,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,84,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,85,Medium Reasoning,0.0,0.0,0.0,2517.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,86,Medium Reasoning,0.0,0.0,0.0,2527.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,87,Medium Reasoning,0.0,0.0,0.0,2527.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
phi4-mini-reasoning,88,Medium Reasoning,0.0,0.0,0.0,2527.50390625,model 'phi4-mini-reasoning' not found (status code: 404),False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)",False,"model ""phi4-mini-reasoning"" not found, try pulling it first (status code: 404)"
